time	global_subbeat	fields
163.12	912	timestamp=163.12; rhythm=eighth_position:2
163.48000000000002	914	melody=[pitch=69:track=1:dur_bin=3:dur_steps=4]
163.84	916	timestamp=163.84; rhythm=eighth_position:4; chord=F:maj
164.2	918	melody=[pitch=65:track=1:dur_bin=4:dur_steps=6]
164.56	920	timestamp=164.56; rhythm=eighth_position:6
165.28	924	timestamp=165.28; rhythm=eighth_position:0; chord=F:maj; melody=[pitch=69:track=1:dur_bin=3:dur_steps=4]
166.0	928	timestamp=166.0; rhythm=eighth_position:2; melody=[pitch=72:track=1:dur_bin=3:dur_steps=4]
166.72	932	timestamp=166.72; rhythm=eighth_position:4; chord=G:maj; melody=[pitch=71:track=1:dur_bin=3:dur_steps=4]
167.44	936	timestamp=167.44; rhythm=eighth_position:6; melody=[pitch=67:track=1:dur_bin=1:dur_steps=2]
167.8	938	melody=[pitch=69:track=1:dur_bin=1:dur_steps=2]
168.16	940	timestamp=168.16; rhythm=eighth_position:0; chord=G:maj; melody=[pitch=71:track=1:dur_bin=5:dur_steps=8]
168.88	944	timestamp=168.88; rhythm=eighth_position:2
169.6	948	timestamp=169.6; rhythm=eighth_position:4; chord=C:maj
169.95999999999998	950	melody=[pitch=72:track=1:dur_bin=3:dur_steps=4]
170.32	952	timestamp=170.32; rhythm=eighth_position:6
170.68	954	melody=[pitch=71:track=1:dur_bin=1:dur_steps=2]
171.04	956	timestamp=171.04; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=72:track=1:dur_bin=1:dur_steps=2]
171.39999999999998	958	melody=[pitch=76:track=1:dur_bin=4:dur_steps=6]
171.76	960	timestamp=171.76; rhythm=eighth_position:2
172.48	964	timestamp=172.48; rhythm=eighth_position:4
173.2	968	timestamp=173.2; rhythm=eighth_position:6; chord=D:min
173.56	970	melody=[pitch=65:track=1:dur_bin=3:dur_steps=4]
173.92	972	timestamp=173.92; rhythm=eighth_position:0; chord=D:min
174.27999999999997	974	melody=[pitch=69:track=1:dur_bin=3:dur_steps=4]
174.64	976	timestamp=174.64; rhythm=eighth_position:2
175.0	978	melody=[pitch=74:track=1:dur_bin=3:dur_steps=4]
175.36	980	timestamp=175.36; rhythm=eighth_position:4
175.72000000000003	982	melody=[pitch=72:track=1:dur_bin=3:dur_steps=4]
176.08	984	timestamp=176.08; rhythm=eighth_position:6; chord=G:maj
176.44	986	melody=[pitch=71:track=1:dur_bin=5:dur_steps=8]
176.8	988	timestamp=176.8; rhythm=eighth_position:0; chord=G:maj
177.52	992	timestamp=177.52; rhythm=eighth_position:2; chord=C:maj
177.88	994	melody=[pitch=67:track=1:dur_bin=3:dur_steps=4]
178.24	996	timestamp=178.24; rhythm=eighth_position:4
178.60000000000002	998	melody=[pitch=64:track=1:dur_bin=3:dur_steps=4]
178.96	1000	timestamp=178.96; rhythm=eighth_position:6
179.32	1002	melody=[pitch=67:track=1:dur_bin=3:dur_steps=4]
179.68	1004	timestamp=179.68; rhythm=eighth_position:0; chord=C:maj
180.04000000000002	1006	melody=[pitch=72:track=1:dur_bin=3:dur_steps=4]
180.4	1008	timestamp=180.4; rhythm=eighth_position:2; chord=E:min
180.76	1010	melody=[pitch=71:track=1:dur_bin=4:dur_steps=6]
181.12	1012	timestamp=181.12; rhythm=eighth_position:4
181.84	1016	timestamp=181.84; rhythm=eighth_position:6; melody=[pitch=67:track=1:dur_bin=3:dur_steps=4]
182.56	1020	timestamp=182.56; rhythm=eighth_position:0; chord=F:maj; melody=[pitch=69:track=1:dur_bin=3:dur_steps=4]
183.28	1024	timestamp=183.28; rhythm=eighth_position:2; melody=[pitch=72:track=1:dur_bin=1:dur_steps=2]
183.64	1026	melody=[pitch=69:track=1:dur_bin=1:dur_steps=2]
184.0	1028	timestamp=184.0; rhythm=eighth_position:4; melody=[pitch=65:track=1:dur_bin=5:dur_steps=8]
184.72	1032	timestamp=184.72; rhythm=eighth_position:6; chord=G:maj
185.44	1036	timestamp=185.44; rhythm=eighth_position:0; chord=G:maj
185.8	1038	melody=[pitch=71:track=1:dur_bin=3:dur_steps=4]
186.16	1040	timestamp=186.16; rhythm=eighth_position:2
186.51999999999998	1042	melody=[pitch=74:track=1:dur_bin=5:dur_steps=8]
186.88	1044	timestamp=186.88; rhythm=eighth_position:4
187.6	1048	timestamp=187.6; rhythm=eighth_position:6; chord=F:maj
187.95999999999998	1050	melody=[pitch=72:track=1:dur_bin=3:dur_steps=4]
188.32	1052	timestamp=188.32; rhythm=eighth_position:0; chord=F:maj
188.68	1054	melody=[pitch=69:track=1:dur_bin=3:dur_steps=4]
189.04	1056	timestamp=189.04; rhythm=eighth_position:2
189.39999999999998	1058	melody=[pitch=65:track=1:dur_bin=3:dur_steps=4]
189.76	1060	timestamp=189.76; rhythm=eighth_position:4; chord=G:maj
190.12	1062	melody=[pitch=74:track=1:dur_bin=3:dur_steps=4]
190.48	1064	timestamp=190.48; rhythm=eighth_position:6
190.83999999999997	1066	melody=[pitch=71:track=1:dur_bin=3:dur_steps=4]
191.2	1068	timestamp=191.2; rhythm=eighth_position:0; chord=G:maj
191.56	1070	melody=[pitch=67:track=1:dur_bin=4:dur_steps=6]
191.92	1072	timestamp=191.92; rhythm=eighth_position:2
192.64	1076	timestamp=192.64; rhythm=eighth_position:4; chord=C:maj
193.0	1078	melody=[pitch=64:track=1:dur_bin=3:dur_steps=4]
193.36	1080	timestamp=193.36; rhythm=eighth_position:6
193.72000000000003	1082	melody=[pitch=67:track=1:dur_bin=3:dur_steps=4]
194.08	1084	timestamp=194.08; rhythm=eighth_position:0; chord=C:maj
194.44	1086	melody=[pitch=71:track=1:dur_bin=3:dur_steps=4]
194.8	1088	timestamp=194.8; rhythm=eighth_position:2
195.24	1090	melody=[pitch=72:track=1:dur_bin=6:dur_steps=12]
195.68	1092	timestamp=195.68; rhythm=eighth_position:4
196.4	1096	timestamp=196.4; rhythm=eighth_position:6
197.12	1100	timestamp=197.12; rhythm=eighth_position:0; chord=C:maj
197.84	1104	timestamp=197.84; rhythm=eighth_position:2
198.56	1108	timestamp=198.56; rhythm=eighth_position:4
199.28	1112	timestamp=199.28; rhythm=eighth_position:6
200.0	1116	timestamp=200.0; rhythm=eighth_position:0; structure=verse; chord=C:maj; melody=[pitch=79:track=0:dur_bin=1:dur_steps=2]
200.36	1118	melody=[pitch=76:track=0:dur_bin=1:dur_steps=2]
200.72	1120	timestamp=200.72; rhythm=eighth_position:2; melody=[pitch=72:track=0:dur_bin=3:dur_steps=4]
201.44	1124	timestamp=201.44; rhythm=eighth_position:4; melody=[pitch=76:track=0:dur_bin=3:dur_steps=4]
202.16	1128	timestamp=202.16; rhythm=eighth_position:6; melody=[pitch=79:track=0:dur_bin=3:dur_steps=4]
202.88	1132	timestamp=202.88; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=84:track=0:dur_bin=5:dur_steps=8]
203.6	1136	timestamp=203.6; rhythm=eighth_position:2
204.32	1140	timestamp=204.32; rhythm=eighth_position:4; melody=[pitch=88:track=0:dur_bin=1:dur_steps=2]
204.68	1142	melody=[pitch=88:track=0:dur_bin=1:dur_steps=2]
205.04	1144	timestamp=205.04; rhythm=eighth_position:6; melody=[pitch=86:track=0:dur_bin=1:dur_steps=2]
205.39999999999998	1146	melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
205.76	1148	timestamp=205.76; rhythm=eighth_position:0; chord=C:maj
206.12	1150	melody=[pitch=76:track=0:dur_bin=3:dur_steps=4]
206.48	1152	timestamp=206.48; rhythm=eighth_position:2; chord=G:maj6
207.2	1156	timestamp=207.2; rhythm=eighth_position:4; melody=[pitch=79:track=0:dur_bin=1:dur_steps=2]
207.56	1158	melody=[pitch=79:track=0:dur_bin=1:dur_steps=2]
207.92	1160	timestamp=207.92; rhythm=eighth_position:6; chord=C:maj; melody=[pitch=88:track=0:dur_bin=4:dur_steps=6]
208.64	1164	timestamp=208.64; rhythm=eighth_position:0; chord=C:maj
209.0	1166	melody=[pitch=86:track=0:dur_bin=1:dur_steps=2]
209.35999999999999	1168	timestamp=209.35999999999999; rhythm=eighth_position:2; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
210.07999999999998	1172	timestamp=210.07999999999998; rhythm=eighth_position:4; chord=G:maj6; melody=[pitch=83:track=0:dur_bin=4:dur_steps=6]
210.79999999999998	1176	timestamp=210.79999999999998; rhythm=eighth_position:6
211.51999999999998	1180	timestamp=211.51999999999998; rhythm=eighth_position:0; chord=G:maj6; melody=[pitch=81:track=0:dur_bin=1:dur_steps=2]
211.88	1182	melody=[pitch=83:track=0:dur_bin=1:dur_steps=2]
212.23999999999998	1184	timestamp=212.23999999999998; rhythm=eighth_position:2; chord=C:maj; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
212.95999999999998	1188	timestamp=212.95999999999998; rhythm=eighth_position:4; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
213.67999999999998	1192	timestamp=213.67999999999998; rhythm=eighth_position:6; melody=[pitch=79:track=0:dur_bin=3:dur_steps=4]
214.39999999999998	1196	timestamp=214.39999999999998; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=76:track=0:dur_bin=3:dur_steps=4]
215.11999999999998	1200	timestamp=215.11999999999998; rhythm=eighth_position:2; melody=[pitch=72:track=0:dur_bin=3:dur_steps=4]
215.83999999999997	1204	timestamp=215.83999999999997; rhythm=eighth_position:4; melody=[pitch=79:track=0:dur_bin=3:dur_steps=4]
216.56	1208	timestamp=216.56; rhythm=eighth_position:6; melody=[pitch=76:track=0:dur_bin=3:dur_steps=4]
217.28	1212	timestamp=217.28; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=72:track=0:dur_bin=3:dur_steps=4]
218.0	1216	timestamp=218.0; rhythm=eighth_position:2; melody=[pitch=72:track=0:dur_bin=3:dur_steps=4]
218.72	1220	timestamp=218.72; rhythm=eighth_position:4
219.44	1224	timestamp=219.44; rhythm=eighth_position:6; melody=[pitch=79:track=0:dur_bin=3:dur_steps=4]
220.16	1228	timestamp=220.16; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=76:track=0:dur_bin=1:dur_steps=2]
220.51999999999998	1230	melody=[pitch=72:track=0:dur_bin=3:dur_steps=4]
220.88	1232	timestamp=220.88; rhythm=eighth_position:2
221.24	1234	melody=[pitch=76:track=0:dur_bin=3:dur_steps=4]
221.6	1236	timestamp=221.6; rhythm=eighth_position:4
221.95999999999998	1238	melody=[pitch=79:track=0:dur_bin=3:dur_steps=4]
222.32	1240	timestamp=222.32; rhythm=eighth_position:6
222.68	1242	melody=[pitch=84:track=0:dur_bin=4:dur_steps=6]
223.04	1244	timestamp=223.04; rhythm=eighth_position:0; chord=C:maj
223.76	1248	timestamp=223.76; rhythm=eighth_position:2
224.12	1250	melody=[pitch=88:track=0:dur_bin=1:dur_steps=2]
224.48	1252	timestamp=224.48; rhythm=eighth_position:4; melody=[pitch=86:track=0:dur_bin=1:dur_steps=2]
224.83999999999997	1254	melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
225.2	1256	timestamp=225.2; rhythm=eighth_position:6
225.56	1258	melody=[pitch=76:track=0:dur_bin=3:dur_steps=4]
225.92	1260	timestamp=225.92; rhythm=eighth_position:0; chord=C:maj
226.27999999999997	1262	melody=[pitch=78:track=0:dur_bin=3:dur_steps=4]
226.64	1264	timestamp=226.64; rhythm=eighth_position:2
227.0	1266	melody=[pitch=79:track=0:dur_bin=4:dur_steps=6]
227.35999999999999	1268	timestamp=227.35999999999999; rhythm=eighth_position:4; chord=G:maj6
228.07999999999998	1272	timestamp=228.07999999999998; rhythm=eighth_position:6; melody=[pitch=79:track=0:dur_bin=3:dur_steps=4]
228.79999999999998	1276	timestamp=228.79999999999998; rhythm=eighth_position:0; chord=G:maj6; melody=[pitch=79:track=0:dur_bin=1:dur_steps=2]
229.15999999999997	1278	melody=[pitch=79:track=0:dur_bin=1:dur_steps=2]
229.51999999999998	1280	timestamp=229.51999999999998; rhythm=eighth_position:2; chord=C:maj; melody=[pitch=88:track=0:dur_bin=4:dur_steps=6]
230.23999999999998	1284	timestamp=230.23999999999998; rhythm=eighth_position:4
230.59999999999997	1286	melody=[pitch=86:track=0:dur_bin=1:dur_steps=2]
230.95999999999998	1288	timestamp=230.95999999999998; rhythm=eighth_position:6; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
231.67999999999998	1292	timestamp=231.67999999999998; rhythm=eighth_position:0; chord=G:maj6; melody=[pitch=83:track=0:dur_bin=4:dur_steps=6]
232.39999999999998	1296	timestamp=232.39999999999998; rhythm=eighth_position:2
233.11999999999998	1300	timestamp=233.11999999999998; rhythm=eighth_position:4; melody=[pitch=81:track=0:dur_bin=1:dur_steps=2]
233.47999999999996	1302	melody=[pitch=83:track=0:dur_bin=1:dur_steps=2]
233.83999999999997	1304	timestamp=233.83999999999997; rhythm=eighth_position:6; chord=C:maj; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
234.56	1308	timestamp=234.56; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
235.28	1312	timestamp=235.28; rhythm=eighth_position:2; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
236.0	1316	timestamp=236.0; rhythm=eighth_position:4; melody=[pitch=79:track=0:dur_bin=3:dur_steps=4]
236.72	1320	timestamp=236.72; rhythm=eighth_position:6; melody=[pitch=76:track=0:dur_bin=3:dur_steps=4]
237.44	1324	timestamp=237.44; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=72:track=0:dur_bin=5:dur_steps=8]
238.16	1328	timestamp=238.16; rhythm=eighth_position:2
238.88	1332	timestamp=238.88; rhythm=eighth_position:4
239.6	1336	timestamp=239.6; rhythm=eighth_position:6; melody=[pitch=88:track=0:dur_bin=1:dur_steps=2]
239.95999999999998	1338	melody=[pitch=88:track=0:dur_bin=1:dur_steps=2]
240.32	1340	timestamp=240.32; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=88:track=0:dur_bin=3:dur_steps=4]
241.04	1344	timestamp=241.04; rhythm=eighth_position:2; melody=[pitch=89:track=0:dur_bin=3:dur_steps=4]
241.76	1348	timestamp=241.76; rhythm=eighth_position:4; melody=[pitch=91:track=0:dur_bin=1:dur_steps=2]
242.12	1350	melody=[pitch=91:track=0:dur_bin=0:dur_steps=1]
242.48	1352	timestamp=242.48; rhythm=eighth_position:6; melody=[pitch=91:track=0:dur_bin=3:dur_steps=4]
243.2	1356	timestamp=243.2; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=89:track=0:dur_bin=1:dur_steps=2]
243.56	1358	melody=[pitch=88:track=0:dur_bin=1:dur_steps=2]
243.92	1360	timestamp=243.92; rhythm=eighth_position:2; melody=[pitch=86:track=0:dur_bin=3:dur_steps=4]
244.64	1364	timestamp=244.64; rhythm=eighth_position:4; melody=[pitch=88:track=0:dur_bin=3:dur_steps=4]
245.35999999999999	1368	timestamp=245.35999999999999; rhythm=eighth_position:6; melody=[pitch=89:track=0:dur_bin=3:dur_steps=4]
246.07999999999998	1372	timestamp=246.07999999999998; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=89:track=0:dur_bin=1:dur_steps=2]
246.44	1374	melody=[pitch=88:track=0:dur_bin=1:dur_steps=2]
246.79999999999998	1376	timestamp=246.79999999999998; rhythm=eighth_position:2; melody=[pitch=89:track=0:dur_bin=1:dur_steps=2]
247.15999999999997	1378	melody=[pitch=89:track=0:dur_bin=0:dur_steps=1]
247.51999999999998	1380	timestamp=247.51999999999998; rhythm=eighth_position:4; melody=[pitch=89:track=0:dur_bin=1:dur_steps=2]
247.88	1382	melody=[pitch=89:track=0:dur_bin=3:dur_steps=4]
248.23999999999998	1384	timestamp=248.23999999999998; rhythm=eighth_position:6
248.95999999999998	1388	timestamp=248.95999999999998; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=89:track=0:dur_bin=3:dur_steps=4]
249.67999999999998	1392	timestamp=249.67999999999998; rhythm=eighth_position:2; melody=[pitch=88:track=0:dur_bin=4:dur_steps=6]
250.39999999999998	1396	timestamp=250.39999999999998; rhythm=eighth_position:4
250.76	1398	melody=[pitch=86:track=0:dur_bin=1:dur_steps=2]
251.11999999999998	1400	timestamp=251.11999999999998; rhythm=eighth_position:6; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
251.83999999999997	1404	timestamp=251.83999999999997; rhythm=eighth_position:0; chord=G:maj6; melody=[pitch=83:track=0:dur_bin=4:dur_steps=6]
252.56	1408	timestamp=252.56; rhythm=eighth_position:2
253.28	1412	timestamp=253.28; rhythm=eighth_position:4; melody=[pitch=81:track=0:dur_bin=1:dur_steps=2]
253.64	1414	melody=[pitch=83:track=0:dur_bin=1:dur_steps=2]
254.0	1416	timestamp=254.0; rhythm=eighth_position:6; chord=C:maj; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
254.72	1420	timestamp=254.72; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=78:track=0:dur_bin=3:dur_steps=4]
255.44	1424	timestamp=255.44; rhythm=eighth_position:2; melody=[pitch=79:track=0:dur_bin=4:dur_steps=6]
256.15999999999997	1428	timestamp=256.15999999999997; rhythm=eighth_position:4
256.88	1432	timestamp=256.88; rhythm=eighth_position:6; melody=[pitch=76:track=0:dur_bin=3:dur_steps=4]
257.6	1436	timestamp=257.6; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=78:track=0:dur_bin=3:dur_steps=4]
258.32	1440	timestamp=258.32; rhythm=eighth_position:2; melody=[pitch=79:track=0:dur_bin=1:dur_steps=2]
258.68	1442	melody=[pitch=79:track=0:dur_bin=4:dur_steps=6]
259.03999999999996	1444	timestamp=259.03999999999996; rhythm=eighth_position:4
259.76	1448	timestamp=259.76; rhythm=eighth_position:6; melody=[pitch=64:track=1:dur_bin=3:dur_steps=4]
260.48	1452	timestamp=260.48; rhythm=eighth_position:0; structure=interlude; chord=C:maj; melody=[pitch=64:track=1:dur_bin=3:dur_steps=4]
261.2	1456	timestamp=261.2; rhythm=eighth_position:2; melody=[pitch=67:track=1:dur_bin=3:dur_steps=4]
261.91999999999996	1460	timestamp=261.91999999999996; rhythm=eighth_position:4; melody=[pitch=72:track=1:dur_bin=5:dur_steps=8]
262.64	1464	timestamp=262.64; rhythm=eighth_position:6
263.36	1468	timestamp=263.36; rhythm=eighth_position:0; chord=A:min; melody=[pitch=69:track=1:dur_bin=3:dur_steps=4]
264.08	1472	timestamp=264.08; rhythm=eighth_position:2; melody=[pitch=72:track=1:dur_bin=3:dur_steps=4]
264.79999999999995	1476	timestamp=264.79999999999995; rhythm=eighth_position:4; chord=F:maj
265.15999999999997	1478	melody=[pitch=71:track=1:dur_bin=3:dur_steps=4]
265.52	1480	timestamp=265.52; rhythm=eighth_position:6
266.24	1484	timestamp=266.24; rhythm=eighth_position:0; chord=F:maj
266.59999999999997	1486	melody=[pitch=69:track=1:dur_bin=3:dur_steps=4]
266.96	1488	timestamp=266.96; rhythm=eighth_position:2
267.32	1490	melody=[pitch=72:track=1:dur_bin=3:dur_steps=4]
267.67999999999995	1492	timestamp=267.67999999999995; rhythm=eighth_position:4; chord=G:maj
268.06	1494	melody=[pitch=71:track=1:dur_bin=3:dur_steps=4]
268.44	1496	timestamp=268.44; rhythm=eighth_position:6
268.8	1498	melody=[pitch=71:track=1:dur_bin=1:dur_steps=2]
269.15999999999997	1500	timestamp=269.15999999999997; rhythm=eighth_position:0; chord=G:maj; melody=[pitch=71:track=1:dur_bin=1:dur_steps=2]
269.52	1502	melody=[pitch=71:track=1:dur_bin=4:dur_steps=6]
269.88	1504	timestamp=269.88; rhythm=eighth_position:2
270.6	1508	timestamp=270.6; rhythm=eighth_position:4; chord=C:maj; melody=[pitch=72:track=1:dur_bin=3:dur_steps=4]
271.32	1512	timestamp=271.32; rhythm=eighth_position:6; chord=A:min
271.68	1514	melody=[pitch=76:track=1:dur_bin=3:dur_steps=4]
272.03999999999996	1516	timestamp=272.03999999999996; rhythm=eighth_position:0; chord=A:min
272.4	1518	melody=[pitch=72:track=1:dur_bin=3:dur_steps=4]
272.76	1520	timestamp=272.76; rhythm=eighth_position:2
273.12	1522	melody=[pitch=69:track=1:dur_bin=4:dur_steps=6]
273.48	1524	timestamp=273.48; rhythm=eighth_position:4
274.2	1528	timestamp=274.2; rhythm=eighth_position:6; chord=D:min; melody=[pitch=65:track=1:dur_bin=3:dur_steps=4]
274.91999999999996	1532	timestamp=274.91999999999996; rhythm=eighth_position:0; chord=D:min; melody=[pitch=69:track=1:dur_bin=3:dur_steps=4]
275.64	1536	timestamp=275.64; rhythm=eighth_position:2; chord=G:maj; melody=[pitch=71:track=1:dur_bin=4:dur_steps=6]
276.36	1540	timestamp=276.36; rhythm=eighth_position:4
276.71999999999997	1542	melody=[pitch=67:track=1:dur_bin=4:dur_steps=6]
277.08	1544	timestamp=277.08; rhythm=eighth_position:6
277.79999999999995	1548	timestamp=277.79999999999995; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=67:track=1:dur_bin=3:dur_steps=4]
278.52	1552	timestamp=278.52; rhythm=eighth_position:2; melody=[pitch=64:track=1:dur_bin=3:dur_steps=4]
279.24	1556	timestamp=279.24; rhythm=eighth_position:4; melody=[pitch=67:track=1:dur_bin=3:dur_steps=4]
279.96	1560	timestamp=279.96; rhythm=eighth_position:6; melody=[pitch=72:track=1:dur_bin=3:dur_steps=4]
280.67999999999995	1564	timestamp=280.67999999999995; rhythm=eighth_position:0; chord=E:min; melody=[pitch=71:track=1:dur_bin=4:dur_steps=6]
281.4	1568	timestamp=281.4; rhythm=eighth_position:2
281.76	1570	melody=[pitch=67:track=1:dur_bin=3:dur_steps=4]
282.12	1572	timestamp=282.12; rhythm=eighth_position:4
282.47999999999996	1574	melody=[pitch=64:track=1:dur_bin=3:dur_steps=4]
282.84	1576	timestamp=282.84; rhythm=eighth_position:6; chord=F:maj
283.2	1578	melody=[pitch=69:track=1:dur_bin=3:dur_steps=4]
283.56	1580	timestamp=283.56; rhythm=eighth_position:0; chord=F:maj
283.92	1582	melody=[pitch=71:track=1:dur_bin=3:dur_steps=4]
284.28	1584	timestamp=284.28; rhythm=eighth_position:2
284.64	1586	melody=[pitch=74:track=1:dur_bin=4:dur_steps=6]
285.0	1588	timestamp=285.0; rhythm=eighth_position:4
285.72	1592	timestamp=285.72; rhythm=eighth_position:6; chord=F:maj; melody=[pitch=72:track=1:dur_bin=3:dur_steps=4]
286.44	1596	timestamp=286.44; rhythm=eighth_position:0; chord=F:maj; melody=[pitch=69:track=1:dur_bin=3:dur_steps=4]
287.15999999999997	1600	timestamp=287.15999999999997; rhythm=eighth_position:2; melody=[pitch=65:track=1:dur_bin=3:dur_steps=4]
287.88	1604	timestamp=287.88; rhythm=eighth_position:4; melody=[pitch=69:track=1:dur_bin=3:dur_steps=4]
288.6	1608	timestamp=288.6; rhythm=eighth_position:6; chord=G:maj; melody=[pitch=74:track=1:dur_bin=3:dur_steps=4]
289.32	1612	timestamp=289.32; rhythm=eighth_position:0; chord=G:maj; melody=[pitch=71:track=1:dur_bin=3:dur_steps=4]
290.03999999999996	1616	timestamp=290.03999999999996; rhythm=eighth_position:2; chord=C:maj
290.4	1618	melody=[pitch=64:track=1:dur_bin=3:dur_steps=4]
290.76	1620	timestamp=290.76; rhythm=eighth_position:4
291.12	1622	melody=[pitch=67:track=1:dur_bin=3:dur_steps=4]
291.48	1624	timestamp=291.48; rhythm=eighth_position:6
291.84	1626	melody=[pitch=72:track=1:dur_bin=3:dur_steps=4]
292.2	1628	timestamp=292.2; rhythm=eighth_position:0; chord=C:maj
292.56	1630	melody=[pitch=71:track=1:dur_bin=3:dur_steps=4]
292.91999999999996	1632	timestamp=292.91999999999996; rhythm=eighth_position:2
293.28	1634	melody=[pitch=72:track=1:dur_bin=6:dur_steps=12]
293.64	1636	timestamp=293.64; rhythm=eighth_position:4
294.36	1640	timestamp=294.36; rhythm=eighth_position:6
295.08	1644	timestamp=295.08; rhythm=eighth_position:0; structure=verse; chord=C:maj
295.79999999999995	1648	timestamp=295.79999999999995; rhythm=eighth_position:2
296.52	1652	timestamp=296.52; rhythm=eighth_position:4
297.24	1656	timestamp=297.24; rhythm=eighth_position:6
297.96	1660	timestamp=297.96; rhythm=eighth_position:0; structure=verse; chord=C:maj
298.67999999999995	1664	timestamp=298.67999999999995; rhythm=eighth_position:2
299.4	1668	timestamp=299.4; rhythm=eighth_position:4; melody=[pitch=79:track=1:dur_bin=3:dur_steps=4]
300.12	1672	timestamp=300.12; rhythm=eighth_position:6; chord=A:min7; melody=[pitch=84:track=1:dur_bin=5:dur_steps=8]
300.84	1676	timestamp=300.84; rhythm=eighth_position:0; chord=A:min7
301.56	1680	timestamp=301.56; rhythm=eighth_position:2; melody=[pitch=88:track=1:dur_bin=1:dur_steps=2]
301.92	1682	melody=[pitch=88:track=1:dur_bin=1:dur_steps=2]
302.28	1684	timestamp=302.28; rhythm=eighth_position:4; melody=[pitch=86:track=0:dur_bin=1:dur_steps=2]
302.64	1686	melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
303.0	1688	timestamp=303.0; rhythm=eighth_position:6
303.36	1690	melody=[pitch=76:track=0:dur_bin=3:dur_steps=4]
303.72	1692	timestamp=303.72; rhythm=eighth_position:0; chord=A:min7
304.08	1694	melody=[pitch=78:track=0:dur_bin=3:dur_steps=4]
304.44	1696	timestamp=304.44; rhythm=eighth_position:2
304.8	1698	melody=[pitch=79:track=0:dur_bin=3:dur_steps=4]
305.15999999999997	1700	timestamp=305.15999999999997; rhythm=eighth_position:4; chord=G:maj6
305.88	1704	timestamp=305.88; rhythm=eighth_position:6
306.24	1706	melody=[pitch=79:track=0:dur_bin=1:dur_steps=2]
306.6	1708	timestamp=306.6; rhythm=eighth_position:0; chord=G:maj6; melody=[pitch=79:track=0:dur_bin=1:dur_steps=2]
306.96	1710	melody=[pitch=88:track=0:dur_bin=4:dur_steps=6]
307.32	1712	timestamp=307.32; rhythm=eighth_position:2; chord=C:maj
308.03999999999996	1716	timestamp=308.03999999999996; rhythm=eighth_position:4; melody=[pitch=86:track=0:dur_bin=1:dur_steps=2]
308.4	1718	melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
308.76	1720	timestamp=308.76; rhythm=eighth_position:6
309.12	1722	melody=[pitch=83:track=0:dur_bin=4:dur_steps=6]
309.48	1724	timestamp=309.48; rhythm=eighth_position:0; chord=C:maj
310.2	1728	timestamp=310.2; rhythm=eighth_position:2; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
310.91999999999996	1732	timestamp=310.91999999999996; rhythm=eighth_position:4; melody=[pitch=79:track=0:dur_bin=3:dur_steps=4]
311.64	1736	timestamp=311.64; rhythm=eighth_position:6; melody=[pitch=76:track=0:dur_bin=3:dur_steps=4]
312.36	1740	timestamp=312.36; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=72:track=0:dur_bin=3:dur_steps=4]
313.08	1744	timestamp=313.08; rhythm=eighth_position:2
313.79999999999995	1748	timestamp=313.79999999999995; rhythm=eighth_position:4; melody=[pitch=79:track=0:dur_bin=1:dur_steps=2]
314.15999999999997	1750	melody=[pitch=76:track=0:dur_bin=1:dur_steps=2]
314.52	1752	timestamp=314.52; rhythm=eighth_position:6; melody=[pitch=72:track=0:dur_bin=3:dur_steps=4]
315.24	1756	timestamp=315.24; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=76:track=0:dur_bin=3:dur_steps=4]
315.96	1760	timestamp=315.96; rhythm=eighth_position:2; melody=[pitch=79:track=0:dur_bin=3:dur_steps=4]
316.68	1764	timestamp=316.68; rhythm=eighth_position:4; melody=[pitch=84:track=0:dur_bin=4:dur_steps=6]
